"No compte"	"Type"	"Régime"	"Téléphone 1"	"Téléphone 2"	"Solde"	"Devise"	"Feuille F"	"Statut"	"Segments"	"Réserves"	"Nom modèle"	"Nom complet"	"No modèle"	"No client"	"Montant retrait 2"	"Montant retrait 1"	"Langue"	"Fréquence retrait 2"	"Fréquence retrait 1"	"Dernier achat/vente"	"Dern. trans."	"Début fréq. retrait 2"	"Début fréq. retrait 1"	"Début de gestion"	"Date de fermeture"	"Création"	"Compte conjoint"	"Marge"	"Valeur totale"	"Nom"
"800045-SF"	"E - Marge couvert"	""	"(450) 555-0531"	"(450) 555-6343"	"0,00"	"USD"	""	"Ouvert"	"Non"	""	""	"CARROLL VOSSEN"	""	"800045"	"n/d"	"n/d"	"Français"			""	"2007/07/03"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"	"VOSSEN CARROLL"
"800215-NA"	"A - Comptant"	""	""	""	"18 819,75"	"CAD"	""	"Ouvert"	"Non"	""	""	"BERNARD VOYER"	""	"800215"	"n/d"	"n/d"	"Français"			""	"2010/01/21"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"4 592 936,91"	"VOYER BERNARD"
"800215-OB"	"A - Comptant"	""	""	""	"2 304,65"	"USD"	""	"Ouvert"	"Non"	""	""	"BERNARD VOYER"	""	"800215"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"156 069,93"	"VOYER BERNARD"
"800004-JJ"	"J -"	""	"(450) 555-4522"	"(450) 555-6908"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"BOURKE WATKINS"	""	"800004"	"n/d"	"n/d"	"Français"			""	"2008/02/28"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"WATKINS BOURKE"
"800004-NA"	"A - Comptant"	""	"(450) 555-4522"	"(450) 555-6908"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"BOURKE WATKINS"	""	"800004"	"n/d"	"n/d"	"Français"			""	"2008/04/23"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"WATKINS BOURKE"
"800226-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"4506626102"	"5146626102"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"BRIAN WUSCHKE"	""	"800226"	"n/d"	"n/d"	"Anglais"			""	"2009/08/12"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"WUSCHKE BRIAN"
"800226-LY"	"Y - Rente viagère"	""	"4506626102"	"5146626102"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"BRIAN WUSCHKE"	""	"800226"	"n/d"	"n/d"	"Anglais"			""	"2009/08/31"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"WUSCHKE BRIAN"
"800226-NA"	"A - Comptant"	""	"4506626102"	"5146626102"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"BRIAN WUSCHKE"	""	"800226"	"n/d"	"n/d"	"Anglais"			""	"2009/12/01"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"WUSCHKE BRIAN"
"800011-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-8961"	"(450) 555-1871"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"YANIC AUBUT GOBEILLE"	""	"800011"	"n/d"	"n/d"	"Français"			""	"2005/12/02"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"YANIC GOBEILLE A"
"800011-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-8961"	"(450) 555-1871"	"964,76"	"CAD"	""	"Ouvert"	"Non"	""	""	"YANIC AUBUT GOBEILLE"	""	"800011"	"n/d"	"n/d"	"Français"			""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"360 081,60"	"YANIC GOBEILLE A"
"800011-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-8961"	"(450) 555-1871"	"(4 889,24)"	"CAD"	""	"Ouvert"	"Non"	""	""	"YANIC AUBUT GOBEILLE"	""	"800011"	"n/d"	"n/d"	"Français"			""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"7 158,65"	"YANIC GOBEILLE A"
"800011-LV"	"N -"	""	"(450) 555-8961"	"(450) 555-1871"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"YANIC AUBUT GOBEILLE"	""	"800011"	"n/d"	"n/d"	"Français"			""	"2005/12/16"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"YANIC GOBEILLE A"
"800011-NA"	"A - Comptant"	""	"(450) 555-8961"	"(450) 555-1871"	"5 014,19"	"CAD"	""	"Ouvert"	"Non"	""	""	"YANIC AUBUT GOBEILLE"	""	"800011"	"n/d"	"n/d"	"Français"			""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"598 443,93"	"YANIC GOBEILLE A"
"800011-ZM"	"O -"	""	"(450) 555-8961"	"(450) 555-1871"	"295,14"	"CAD"	""	"Ouvert"	"Non"	""	""	"YANIC AUBUT GOBEILLE"	""	"800011"	"n/d"	"n/d"	"Français"			"2009/12/04"	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"257 977,43"	"YANIC GOBEILLE A"
"800230-FS"	"S - Régime d'épargne-retraite"	"111577689U07"	"4506626102"	"5146626102"	"14 565,55"	"CAD"	""	"Ouvert"	"Non"	""	""	"BERNI YEKTA"	""	"800230"	"n/d"	"n/d"	"Français"			""	"2010/01/20"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"584 906,62"	"YEKTA BERNI"
"800230-RE"	"E - Marge couvert"	"114577689U09"	"4506626102"	"5146626102"	"2 971,95"	"CAD"	""	"Ouvert"	"Non"	""	""	"BERNI YEKTA"	""	"800230"	"n/d"	"n/d"	"Français"			""	"2010/01/08"	""	""	""	""	"2009/01/01"	"Oui"	"0,00"	"219 593,72"	"YEKTA BERNI"
"800204-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-8255"	"(450) 555-5445"	"17 336,80"	"CAD"	""	"Ouvert"	"Non"	""	""	"AYUKO ZIMMERMANN"	""	"800204"	"n/d"	"n/d"	"Français"			""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"161 757,09"	"ZIMMERMANN AYUKO"
"800204-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-8255"	"(450) 555-5445"	"5 108,43"	"CAD"	""	"Ouvert"	"Non"	""	""	"AYUKO ZIMMERMANN"	""	"800204"	"n/d"	"n/d"	"Français"			""	"2010/01/05"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"11 178,43"	"ZIMMERMANN AYUKO"
"800204-NA"	"A - Comptant"	""	"(450) 555-8255"	"(450) 555-5445"	"28 573,36"	"CAD"	""	"Ouvert"	"Non"	""	""	"AYUKO ZIMMERMANN"	""	"800204"	"n/d"	"n/d"	"Français"			""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"165 086,13"	"ZIMMERMANN AYUKO"
"800204-OB"	"A - Comptant"	""	"(450) 555-8255"	"(450) 555-5445"	"0,00"	"USD"	""	"Ouvert"	"Non"	""	""	"AYUKO ZIMMERMANN"	""	"800204"	"n/d"	"n/d"	"Français"			""	"2006/09/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"ZIMMERMANN AYUKO"
