"Account No."	"Type"	"Plan"	"Telephone 1"	"Telephone 2"	"Balance"	"Currency"	"Feuille A"	"Withdrawal frequency 2"	"Withdrawal frequency 1"	"Withdrawal amount 2"	"Withdrawal amount 1"	"Withdr. freq. start date 2"	"Withdr. freq. start date 1"	"Status"	"Sleeves"	"Reserves"	"Pro"	"Model Number"	"Model Name"	"Management Start Date"	"Last Transaction"	"Last Trade"	"Language"	"Joint Account"	"Full Name"	"Discretionary"	"Creation Date"	"Closing Date"	"Client No."	"Margin"	"Total Value"	"Name"
"800286-SF"	"E - Margin Long"	""	"(450) 555-4812"	"(450) 555-2241"	"281.06"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/08/2010"	""	"French"	"No"	"ALARIE TODOR"	"Yes"	"01/01/2009"	""	"800286"	"0.00"	"221,676.46"	"TODOR ALARIE"
"800040-FS"	"S - Retirement Savings Plan"	""	"5148075821"	""	"15,489.60"	"CAD"	"Yes"	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/20/2010"	""	"French"	"No"	"ANNEMARIE TON"	"Yes"	"01/01/2009"	""	"800040"	"n/a"	"557,554.59"	"TON ANNEMARIE"
"800040-RE"	"E - Margin Long"	""	"5148075821"	""	"16,048.24"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2010"	""	"French"	"No"	"ANNEMARIE TON"	"Yes"	"01/01/2009"	""	"800040"	"0.00"	"671,647.02"	"TON ANNEMARIE"
"800084-NA"	"A - Cash"	""	"450 6626101B"	"1234567890"	"8,464.67"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/07/2010"	""	"English"	"Yes"	"CHINDA TREMBLAY"	"Yes"	"01/01/2009"	""	"800084"	"n/a"	"2,598,428.87"	"TREMBLAY CHINDA"
"800084-OB"	"A - Cash"	""	"450 6626101B"	"1234567890"	"680.19"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"11/30/2009"	""	"English"	"Yes"	"CHINDA TREMBLAY"	"Yes"	"01/01/2009"	""	"800084"	"n/a"	"680.19"	"TREMBLAY CHINDA"
"800278-RE"	"E - Margin Long"	""	"123 456 1111"	"123 456-2222"	"15,972.50"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"CIARAN TREN"	"Yes"	"01/01/2009"	""	"800278"	"0.00"	"269,429.54"	"TREN CIARAN"
"800236-GT"	"T - Retirement Income Funds"	""	""	""	"829.74"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"French"	"No"	"AMARJIT TRUEMAN"	"Yes"	"01/01/2009"	""	"800236"	"n/a"	"162,436.61"	"TRUEMAN AMARJIT"
"800236-JJ"	"J -"	""	""	""	"3,739.67"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2010"	""	"French"	"No"	"AMARJIT TRUEMAN"	"Yes"	"01/01/2009"	""	"800236"	"n/a"	"3,739.67"	"TRUEMAN AMARJIT"
"800236-NA"	"A - Cash"	""	""	""	"95,476.03"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/18/2010"	""	"French"	"No"	"AMARJIT TRUEMAN"	"Yes"	"01/01/2009"	""	"800236"	"n/a"	"922,332.15"	"TRUEMAN AMARJIT"
"800236-OB"	"A - Cash"	""	""	""	"10,647.24"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"AMARJIT TRUEMAN"	"Yes"	"01/01/2009"	""	"800236"	"n/a"	"154,317.20"	"TRUEMAN AMARJIT"
"300011-NA"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"21,400.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	"10/23/2009"	"French"	"No"	"TRXIONS FONDS CIBC"	"Yes"	"01/01/2009"	""	"300011"	"n/a"	"50,780.60"	"TRXIONS FONDS CI"
"300015-NA"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"3,292.60"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	"07/08/2009"	"French"	"No"	"TRXIONS WEEKEND"	"Yes"	"01/01/2009"	""	"300015"	"n/a"	"22,377.60"	"TRXIONS WEEKEND"
"300014-NA"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"26,764.47"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	"01/22/2010"	"French"	"No"	"VALIDATION CR"	"Yes"	"01/01/2009"	""	"300014"	"n/a"	"148,840.10"	"VALIDATION CR"
"300001-NA"	"A - Cash"	"00d000004321"	"(450) 555-4444"	"(450) 555-4441"	"100,693.02"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/26/2010"	"01/25/2010"	"French"	"No"	"VALIDATIONS CALCULS"	"Yes"	"01/01/2009"	""	"300001"	"n/a"	"513,641.53"	"VALIDATIONS CALC"
"300008-NA"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"49,951.27"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	"01/22/2010"	"French"	"No"	"VALIDATIONS CALCULS"	"Yes"	"01/01/2009"	""	"300008"	"n/a"	"149,707.76"	"VALIDATIONS CALC"
"300002-NA"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"101,122.40"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/26/2010"	"01/20/2010"	"French"	"No"	"VALIDATIONS SEPARATION LOT"	"Yes"	"01/01/2009"	""	"300002"	"n/a"	"257,326.06"	"VALIDATIONS SEPA"
"300002-OB"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"89,929.28"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	"01/21/2010"	"French"	"No"	"VALIDATIONS SEPARATION LOT"	"Yes"	"01/01/2009"	""	"300002"	"n/a"	"232,882.80"	"VALIDATIONS SEPA"
"800264-FS"	"S - Retirement Savings Plan"	""	"(450) 555-7022"	"(450) 555-6707"	"1,655.86"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/18/2010"	""	"French"	"No"	"GILLES VILLENEUVE"	"Yes"	"01/01/2009"	""	"800264"	"n/a"	"410,251.90"	"VILLENEUVE GILLE"
"800264-NA"	"A - Cash"	""	"(450) 555-7022"	"(450) 555-6707"	"3,415.56"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	""	"French"	"No"	"GILLES VILLENEUVE"	"Yes"	"01/01/2009"	""	"800264"	"n/a"	"737,355.09"	"VILLENEUVE GILLE"
"800045-FS"	"S - Retirement Savings Plan"	""	"(450) 555-0531"	"(450) 555-6343"	"432.24"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	"09/25/2008"	"01/19/2010"	""	"French"	"No"	"CARROLL VOSSEN"	"Yes"	"01/01/2009"	""	"800045"	"n/a"	"157,744.60"	"VOSSEN CARROLL"
"800045-RE"	"E - Margin Long"	""	"(450) 555-0531"	"(450) 555-6343"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/07/2009"	""	"French"	"No"	"CARROLL VOSSEN"	"Yes"	"01/01/2009"	""	"800045"	"0.00"	"0.00"	"VOSSEN CARROLL"
"800045-SF"	"E - Margin Long"	""	"(450) 555-0531"	"(450) 555-6343"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"07/03/2007"	""	"French"	"No"	"CARROLL VOSSEN"	"Yes"	"01/01/2009"	""	"800045"	"0.00"	"0.00"	"VOSSEN CARROLL"
"800215-NA"	"A - Cash"	""	""	""	"18,819.75"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/21/2010"	""	"French"	"Yes"	"BERNARD VOYER"	"Yes"	"01/01/2009"	""	"800215"	"n/a"	"4,592,936.91"	"VOYER BERNARD"
"800215-OB"	"A - Cash"	""	""	""	"2,304.65"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"Yes"	"BERNARD VOYER"	"Yes"	"01/01/2009"	""	"800215"	"n/a"	"156,069.93"	"VOYER BERNARD"
"800004-JJ"	"J -"	""	"(450) 555-4522"	"(450) 555-6908"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"02/28/2008"	""	"French"	"No"	"BOURKE WATKINS"	"Yes"	"01/01/2009"	""	"800004"	"n/a"	"0.00"	"WATKINS BOURKE"
"800004-NA"	"A - Cash"	""	"(450) 555-4522"	"(450) 555-6908"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"04/23/2008"	""	"French"	"No"	"BOURKE WATKINS"	"Yes"	"01/01/2009"	""	"800004"	"n/a"	"0.00"	"WATKINS BOURKE"
"800226-JW"	"W - Spousal - Retirement Income Funds"	""	"4506626102"	"5146626102"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"08/12/2009"	""	"English"	"No"	"BRIAN WUSCHKE"	"Yes"	"01/01/2009"	""	"800226"	"n/a"	"0.00"	"WUSCHKE BRIAN"
"800226-LY"	"Y - Life Annuity"	""	"4506626102"	"5146626102"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"08/31/2009"	""	"English"	"No"	"BRIAN WUSCHKE"	"Yes"	"01/01/2009"	""	"800226"	"n/a"	"0.00"	"WUSCHKE BRIAN"
"800226-NA"	"A - Cash"	""	"4506626102"	"5146626102"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"12/01/2009"	""	"English"	"No"	"BRIAN WUSCHKE"	"Yes"	"01/01/2009"	""	"800226"	"n/a"	"0.00"	"WUSCHKE BRIAN"
"800011-FS"	"S - Retirement Savings Plan"	""	"(450) 555-8961"	"(450) 555-1871"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/02/2005"	""	"French"	"No"	"YANIC AUBUT GOBEILLE"	"Yes"	"01/01/2009"	""	"800011"	"n/a"	"0.00"	"YANIC GOBEILLE A"
"800011-GT"	"T - Retirement Income Funds"	""	"(450) 555-8961"	"(450) 555-1871"	"964.76"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"French"	"No"	"YANIC AUBUT GOBEILLE"	"Yes"	"01/01/2009"	""	"800011"	"n/a"	"360,081.60"	"YANIC GOBEILLE A"
"800011-JW"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-8961"	"(450) 555-1871"	"(4,889.24)"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2010"	""	"French"	"No"	"YANIC AUBUT GOBEILLE"	"Yes"	"01/01/2009"	""	"800011"	"n/a"	"7,158.65"	"YANIC GOBEILLE A"
"800011-LV"	"N -"	""	"(450) 555-8961"	"(450) 555-1871"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/16/2005"	""	"French"	"No"	"YANIC AUBUT GOBEILLE"	"Yes"	"01/01/2009"	""	"800011"	"n/a"	"0.00"	"YANIC GOBEILLE A"
"800011-NA"	"A - Cash"	""	"(450) 555-8961"	"(450) 555-1871"	"5,014.19"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/22/2010"	""	"French"	"No"	"YANIC AUBUT GOBEILLE"	"Yes"	"01/01/2009"	""	"800011"	"n/a"	"598,443.93"	"YANIC GOBEILLE A"
"800011-ZM"	"O -"	""	"(450) 555-8961"	"(450) 555-1871"	"295.14"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2010"	"12/04/2009"	"French"	"No"	"YANIC AUBUT GOBEILLE"	"Yes"	"01/01/2009"	""	"800011"	"n/a"	"257,977.43"	"YANIC GOBEILLE A"
"800230-FS"	"S - Retirement Savings Plan"	"111577689U07"	"4506626102"	"5146626102"	"14,565.55"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/20/2010"	""	"French"	"Yes"	"BERNI YEKTA"	"Yes"	"01/01/2009"	""	"800230"	"n/a"	"584,906.62"	"YEKTA BERNI"
"800230-RE"	"E - Margin Long"	"114577689U09"	"4506626102"	"5146626102"	"2,971.95"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/08/2010"	""	"French"	"Yes"	"BERNI YEKTA"	"Yes"	"01/01/2009"	""	"800230"	"0.00"	"219,593.72"	"YEKTA BERNI"
"800204-FS"	"S - Retirement Savings Plan"	""	"(450) 555-8255"	"(450) 555-5445"	"17,336.80"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"French"	"No"	"AYUKO ZIMMERMANN"	"Yes"	"01/01/2009"	""	"800204"	"n/a"	"161,757.09"	"ZIMMERMANN AYUKO"
"800204-JW"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-8255"	"(450) 555-5445"	"5,108.43"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/05/2010"	""	"French"	"No"	"AYUKO ZIMMERMANN"	"Yes"	"01/01/2009"	""	"800204"	"n/a"	"11,178.43"	"ZIMMERMANN AYUKO"
"800204-NA"	"A - Cash"	""	"(450) 555-8255"	"(450) 555-5445"	"28,573.36"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/15/2010"	""	"French"	"No"	"AYUKO ZIMMERMANN"	"Yes"	"01/01/2009"	""	"800204"	"n/a"	"165,086.13"	"ZIMMERMANN AYUKO"
"800204-OB"	"A - Cash"	""	"(450) 555-8255"	"(450) 555-5445"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"09/22/2006"	""	"French"	"No"	"AYUKO ZIMMERMANN"	"Yes"	"01/01/2009"	""	"800204"	"n/a"	"0.00"	"ZIMMERMANN AYUKO"
